13.0	17.0	5.4615383	-33.1599	-32.8572	1.0625	76.46154	0.019463036	0.0	1.0	0.0	0.8333333	0.09090909	0.27272728	1.0	0.0	0.0	
31.0	35.0	4.290323	-71.5909	-64.2627	1.3461539	228.54839	0.01928245	0.0	1.0	0.033333335	0.8	0.06896552	0.3448276	1.0	3.0	4.0	
30.0	32.0	5.3333335	-72.0265	-69.2512	1.1428572	227.66667	0.034808017	0.0	0.93333334	0.03448276	0.6896552	0.035714287	0.25	1.0	3.0	4.0	
27.0	25.0	4.0740743	-63.1549	-48.2981	1.1363636	423.1111	0.038118046	0.0	0.962963	0.0	0.8076923	0.08	0.36	1.0	0.0	0.0	
31.0	32.0	4.451613	-88.9632	-68.1633	1.1034483	344.4516	0.02360403	0.0	0.9677419	0.033333335	0.76666665	0.03448276	0.27586207	1.0	3.0	3.0	
18.0	19.0	4.5555553	-61.5187	-49.8314	1.0	127.72222	0.02358072	0.0	0.8888889	0.05882353	0.47058824	0.0625	0.0	0.9444444	0.0	0.0	
24.0	23.0	4.2083335	-62.165	-54.6574	1.3529412	408.54166	0.05360484	0.0	0.9583333	0.0	0.82608694	0.045454547	0.4090909	1.0	4.0	4.0	
26.0	25.0	4.1153846	-60.4656	-49.1478	1.25	446.30768	0.022342334	0.0	1.0	0.0	0.92	0.041666668	0.375	1.0	2.0	2.0	
22.0	20.0	4.0	-40.7206	-40.053	1.1111112	270.86365	0.016591074	0.0	1.0	0.0	1.0	0.0	0.55	1.0	3.0	3.0	
33.0	31.0	4.181818	-75.057	-68.3096	1.1923077	178.63637	0.03043023	0.0	0.969697	0.03125	0.78125	0.06451613	0.32258064	1.0	2.0	2.0	
25.0	25.0	4.24	-51.3567	-50.6829	1.0869565	356.72	0.031375013	0.0	1.0	0.041666668	0.7916667	0.13043478	0.26086956	1.0	2.0	2.0	
32.0	34.0	3.6875	-84.0007	-66.6459	1.2592592	291.4375	0.055342615	0.0	0.875	0.06451613	0.67741936	0.0	0.13333334	1.0	4.0	3.0	
11.0	11.0	4.181818	-30.0067	-22.7173	1.0	139.09091	0.03803974	0.0	1.0	0.0	0.6	0.11111111	0.11111111	1.0	0.0	0.0	
18.0	17.0	3.3888888	-31.0044	-36.718	1.1333333	264.27777	0.020501914	0.0	1.0	0.0	0.9411765	0.0	0.75	1.0	3.0	3.0	
21.0	24.0	3.857143	-46.4844	-46.515	1.1428572	152.42857	0.03127793	0.0	1.0	0.0	0.85	0.0	0.47368422	1.0	2.0	2.0	
18.0	19.0	3.6111112	-38.7255	-33.4437	1.117647	369.16666	0.022031473	0.0	1.0	0.0	0.9411765	0.125	0.4375	1.0	2.0	2.0	
6.0	10.0	7.0	-23.8588	-26.8341	1.25	56.5	0.038168963	0.0	1.0	0.2	0.6	0.0	0.0	1.0	0.0	0.0	
12.0	15.0	5.6666665	-30.9435	-30.5002	1.25	102.666664	0.055534318	0.083333336	0.75	0.0	0.36363637	0.0	0.2	0.8181818	0.0	0.0	
14.0	14.0	3.5	-24.6905	-25.2386	1.0	206.21428	0.02498786	0.0	1.0	0.0	1.0	0.083333336	0.6666667	1.0	0.0	0.0	
9.0	10.0	4.5555553	-38.3852	-31.5302	1.0	72.22222	0.10377871	0.0	0.8888889	0.0	0.375	0.0	0.0	1.0	0.0	0.0	
25.0	31.0	4.52	-82.9981	-68.0053	1.2916666	169.04	0.05478885	0.0	0.92	0.0	0.6666667	0.04347826	0.17391305	1.0	5.0	5.0	
4.0	4.0	2.5	-13.7025	-11.6806	1.0	140.25	0.051101677	0.0	0.75	0.0	0.33333334	0.0	0.0	1.0	0.0	0.0	
18.0	15.0	3.2222223	-41.6504	-37.6535	1.0	444.22223	0.029392025	0.0	1.0	0.0	0.88235295	0.0	0.625	1.0	2.0	2.0	
28.0	26.0	4.357143	-53.432	-50.6488	1.0	297.32144	0.01919152	0.0	1.0	0.074074075	0.8148148	0.07692308	0.61538464	1.0	2.0	2.0	
43.0	48.0	4.116279	-121.924	-108.451	1.2307693	141.55814	0.06099254	0.0	0.9302326	0.0	0.71428573	0.024390243	0.2195122	1.0	4.0	4.0	
19.0	17.0	4.263158	-36.5455	-44.5762	1.0	267.3158	0.020676387	0.0	0.7894737	0.0	0.5	0.05882353	0.1764706	0.7777778	2.0	2.0	
17.0	15.0	3.8235295	-34.6351	-29.2085	1.0	244.29411	0.019631281	0.0	0.9411765	0.0	0.75	0.0	0.46666667	0.9411765	2.0	2.0	
15.0	12.0	3.5333333	-38.3014	-38.0801	1.0909091	308.13333	0.087994404	0.0	0.73333335	0.0	0.5	0.0	0.30769232	0.85714287	3.0	3.0	
15.0	15.0	3.0666666	-25.5654	-34.0187	1.25	189.8	0.027230132	0.0	0.8666667	0.0	0.78571427	0.0	0.6923077	0.9166667	3.0	3.0	
7.0	6.0	4.428571	-21.5892	-13.6774	1.0	436.57144	0.16741441	0.0	0.71428573	0.0	0.33333334	0.0	0.2	1.0	0.0	0.0	
